"ID","f1","f2","f3","amp11","amp12","amp13","amp14","amp21","amp22","amp23","amp24","amp31","amp32","amp33","amp34","phi12","phi13","phi14","phi21","phi22","phi23","phi24","phi31","phi32","phi33","phi34","trend","varrat","varred","CLASS"
"OGLE003703.18-733216.6",2.53350799,1.88868125,5.86145806,0.1053,0.0165,0.0143,0.0145,0.0743,0.0012,0.0041,0.0028,0.0382,0.0055,0.0154,0.005,-1.7843,2.3118,-0.2354,-2.3482,-0.8445,2.2476,-1.7643,-2.8479,-0.1278,0.9985,1.6176,0,0.5776,0.6463,"RRD"
"OGLE003659.06-733452.1",2.68101949,1.99848548,2.87246886,0.1197,0.0164,0.0022,0.0121,0.0435,0.0051,0.0022,0.0028,0.0276,0.0034,0.0116,0.0101,-2.8108,0.3444,-1.8336,-0.4561,-2.7008,-1.9456,-1.3828,1.4396,-1.6681,-2.7885,1.8673,0,0.41,0.6948,"RRD"
"OGLE003638.62-734034.2",2.76395931,2.05771665,4.82175687,0.1228,0.023,0.0053,0.0107,0.0829,0.0062,0.0085,0.0022,0.0319,0.004,0.0086,0.0073,-2.4113,-0.3826,-1.2197,-2.2481,-2.3149,0.7395,-0.3865,0.0898,-2.663,1.948,-2.7992,0,0.4974,0.7453,"RRD"
"OGLE003619.43-732553.0",2.38557504,1.78094144,0.60455242,0.0971,0.024,0.0124,0.0111,0.0392,0.0076,0.0097,0.0091,0.0317,0.0048,0.0084,0.0078,3.11,-1.0249,-2.571,3.1123,-0.6366,-3.0308,-3.0263,2.1752,2.8522,-1.4998,-0.9891,0,0.5614,0.5572,"RRD"
"OGLE SMC-SC9 99881    ",1.63589126,2.02824184,1.63473922,0.1742,0.0445,0.0216,0.016,0.0295,0.0065,0.0015,0.0058,0.0267,0.0073,0.0082,0.0018,2.2061,-1.5134,1.0541,-0.4873,1.2273,2.6119,1.1051,-1.181,2.1853,-0.5746,3.1182,0,0.1053,0.9396,"DMCEP"
"OGLE SMC-SC2 97203    ",1.18678599,1.47677586,2.6632327,0.1394,0.0346,0.0168,0.0028,0.0352,0.0028,0.0056,9e-04,0.0165,0.0034,0.0012,0.005,2.5746,-1.1177,1.6302,0.9091,-2.1949,0.5109,-0.0444,-2.0105,-2.462,-1.3958,2.5915,0,0.116,0.9455,"DMCEP"
"OGLE SMC-SC8 94606    ",1.13103922,1.40742923,0.27622127,0.0989,0.0252,0.0084,0.0069,0.0374,0.0049,0.0015,0.006,0.0184,0.0069,0.002,0.0072,2.5131,-1.1107,-2.6881,-2.9053,-3.0632,0.1156,1.9085,2.5245,-1.3458,3.0053,0.0093,0,0.2127,0.9111,"DMCEP"
"OGLE SMC-SC4 91592    ",0.63234812,0.46130713,1.09365526,0.1081,0.0186,0.0043,0.002,0.0794,0.0097,0.0029,0.0059,0.0359,0.0022,0.0033,0.0025,-3.0518,-1.0263,-1.8665,2.8072,2.3028,-2.6667,-2.5929,-0.5002,-2.047,0.1285,2.6048,0,0.4009,0.9395,"DMCEP"
"OGLE SMC-SC7 8786     ",1.20372736,1.49468584,8.55731133,0.1148,0.0226,0.0088,0.0023,0.0377,0.0036,0.0041,0.0043,0.0175,0.0054,0.002,0.0031,2.6266,-0.7362,-0.9219,1.7511,-0.6212,-1.0044,-0.3837,1.185,-2.552,2.0241,-1.0857,0,0.1863,0.917,"DMCEP"
"OGLE SMC-SC10 85943   ",1.48172601,1.83918586,3.43820603,0.1711,0.0443,0.0188,0.0132,0.0171,0.0077,0.0027,0.0086,0.0146,0.0039,0.003,0.0024,2.2463,-1.4433,0.9904,-0.1948,-0.7848,-0.315,-0.5142,2.4,-2.462,0.9619,2.2426,0,0.0653,0.9543,"DMCEP"
"OGLE SMC-SC4 8429     ",1.52651968,1.89431234,4.42071714,0.1314,0.0269,0.0122,0.0013,0.0399,0.0026,0.0027,0.0029,0.0185,0.0011,0.0077,0.006,2.0193,-1.6005,-0.6454,2.8397,2.5488,-2.1083,-0.9308,-1.1311,-1.2594,0.4406,-2.032,0,0.1467,0.945,"DMCEP"
"OGLE SMC-SC4 82181    ",1.60044337,1.98394554,4.58691977,0.1277,0.0272,0.0188,0.0108,0.0372,0.008,0.0034,0.0054,0.0178,0.0025,0.0042,0.003,2.16,-1.7678,0.6137,-2.6226,-1.4273,-2.0872,-1.1756,0.2946,-1.4733,-3.0774,-0.9778,0,0.1518,0.9314,"DMCEP"
"OGLE SMC-SC6 77317    ",0.81895285,0.60144959,1.42053506,0.112,0.0193,0.0103,0.0016,0.0664,0.0115,0.007,0.0063,0.0366,0.0053,0.0027,0.0049,-3.0878,-0.2378,0.3363,1.2759,-1.1171,-2.4801,0.9528,-2.6056,-2.2478,0.3614,-0.016,0,0.3309,0.9292,"DMCEP"
"OGLE SMC-SC4 75443    ",0.96305986,0.70625472,1.66931458,0.1057,0.0194,0.0049,0.0037,0.0332,0.004,0.0028,0.0017,0.0152,0.003,0.0053,0.0046,2.751,-1.0883,2.275,1.6546,2.4415,-1.4852,-2.8463,-1.8426,-2.9078,-0.1604,-0.1331,0,0.1909,0.9117,"DMCEP"
"OGLE SMC-SC7 70881    ",0.74462291,0.54548532,1.29010823,0.1246,0.0258,0.0074,0.003,0.0738,0.0124,0.002,0.0077,0.0339,0.002,0.0016,0.0072,3.0741,0.6468,-0.3457,1.1526,-1.0979,2.8236,0.0595,-2.3707,2.8091,-1.1921,-2.4873,0,0.3152,0.9587,"DMCEP"
"OGLE SMC-SC5 70168    ",1.51946028,1.88540021,0.36606946,0.1323,0.0291,0.024,0.01,0.0303,0.0064,0.0088,0.0025,0.0159,0.0065,0.0094,0.0012,2.0889,-1.7503,1.0276,0.7118,-1.3099,1.7771,-0.614,-0.3478,-1.5336,0.2312,1.9276,0,0.1526,0.9044,"DMCEP"
"OGLE SMC-SC8 66186    ",1.25489164,1.56047303,2.0106614,0.1462,0.0448,0.0152,0.0076,0.0165,0.0057,0.0011,8e-04,0.0112,0.0028,0.001,9e-04,2.307,-0.9908,1.0297,-2.2041,-1.789,-0.3492,0.3529,2.6786,-0.1251,1.1336,0.6435,0,0.0435,0.9723,"DMCEP"
"OGLE SMC-SC8 62881    ",1.20663307,1.50057165,2.70737346,0.1222,0.0298,0.0127,0.0021,0.0351,0.0037,0.006,0.003,0.0208,0.0053,0.0022,0.0023,2.5739,-1.3733,-0.0372,2.9452,1.7705,0.9776,-0.9472,-0.6204,0.6624,0.3894,1.763,0,0.162,0.933,"DMCEP"
"OGLE SMC-SC2 61720    ",0.76101767,0.55858434,1.31976659,0.1164,0.0297,0.0109,0.0057,0.0938,0.0197,0.0039,0.0062,0.0418,0.0032,0.0041,0.0049,-3.1398,-0.8156,2.6823,-0.068,2.5799,-0.8692,-2.8733,2.6035,1.5145,-0.7567,-1.5449,-1e-04,0.4552,0.9317,"DMCEP"
"OGLE SMC-SC1 60587    ",1.22727274,0.90535435,2.13295625,0.1003,0.0257,0.0125,0.0073,0.0534,0.0048,0.0017,0.0063,0.0226,0.0119,0.0064,0.0014,2.3659,-1.5374,1.1755,1.492,-1.766,-2.4225,1.506,3.1131,-2.6937,1.2991,1.2582,-1e-04,0.2701,0.9184,"DMCEP"
"OGLE SMC-SC7 57228    ",0.7129719,0.52323071,1.23603776,0.1131,0.029,0.0125,0.0022,0.1012,0.0193,0.0053,0.0037,0.0448,0.008,0.0028,0.0028,-3.037,0.2492,-2.4738,-1.2896,0.0492,2.4146,1.4177,1.781,0.1737,-2.8436,0.4764,0,0.4917,0.9357,"DMCEP"
"OGLE SMC-SC4 56827    ",0.77057783,0.56250232,1.33308016,0.1025,0.0159,0.0077,8e-04,0.0696,0.0094,0.0033,0.0056,0.0348,0.0037,0.0107,0.0028,-3.0645,-0.0365,2.9348,-1.7216,-0.5349,2.6381,-2.7742,1.0956,-1.0555,-0.5473,1.2571,1e-04,0.4527,0.8962,"DMCEP"
"OGLE SMC-SC8 52895    ",1.18385367,1.46884923,2.18530344,0.0653,0.0174,0.0059,0.01,0.0296,0.004,0.0097,0.0084,0.0242,0.0043,0.0021,0.0043,1.6964,-0.6781,2.4626,2.0745,2.254,-1.4024,2.2661,-1.0897,2.6846,2.4392,0.2908,0,0.2996,0.8619,"DMCEP"
"OGLE SMC-SC6 49262    ",0.67782729,0.49480994,1.1725046,0.1079,0.0216,0.0089,0.0087,0.0939,0.0141,0.0066,0.0041,0.039,0.0042,0.0053,0.0043,-2.8323,0.0038,1.6905,1.7493,-0.1362,-0.2697,-2.6676,-1.2969,-0.9079,-1.0314,0.8686,0,0.4541,0.915,"DMCEP"
"OGLE SMC-SC9 47742    ",1.7339789,2.14492663,0.41061858,0.113,0.0308,0.0245,0.0124,0.0519,0.0066,0.0025,0.0088,0.0228,0.008,0.0052,0.0029,2.0332,-1.7691,0.6987,2.6105,1.9984,1.4896,-2.1264,2.3492,0.9156,0.1087,-3.0096,0,0.2381,0.8972,"DMCEP"
"OGLE SMC-SC2 46920    ",1.48237158,1.83934548,3.32352744,0.134,0.0335,0.0186,0.0034,0.0285,0.0063,0.0037,0.0016,0.0163,0.0107,0.0042,0.0077,2.0464,-2.0413,0.8004,-2.2916,-1.5149,1.7926,0.9802,-1.9529,2.0398,-0.6131,1.474,0,0.1282,0.928,"DMCEP"
"OGLE SMC-SC11 42383   ",1.23899116,1.53885556,2.77784672,0.1127,0.0337,0.013,0.0135,0.0417,0.0073,0.0011,0.0012,0.0167,0.0068,0.0059,0.0062,2.2065,-1.8696,1.0732,-1.2679,0.1421,0.3413,-0.1101,1.4583,-1.1827,-2.1536,-1.8926,0,0.1573,0.9534,"DMCEP"
"OGLE SMC-SC7 42358    ",1.17900001,1.46699121,2.17782007,0.1208,0.0378,0.0155,0.0116,0.0326,0.008,6e-04,0.0029,0.0263,0.007,0.0029,0.0045,2.6099,-0.9279,0.9695,-0.1737,2.4488,0.6224,-2.4135,2.8555,1.5362,-2.0723,2.1627,-1e-04,0.195,0.8907,"DMCEP"
"OGLE SMC-SC7 4204     ",1.36379574,1.69365857,3.05712461,0.14,0.0323,0.0144,0.0071,0.0392,0.0075,0.004,0.0025,0.0202,0.0059,0.0048,0.0049,2.356,-1.0319,1.0432,2.6862,-2.5544,2.8349,1.9666,-0.4395,-0.2612,-0.8224,-0.3038,0,0.1222,0.9549,"DMCEP"
"OGLE SMC-SC5 38289    ",0.64806989,0.47669342,1.12502238,0.1019,0.0215,0.0125,0.0015,0.0622,0.0099,0.002,7e-04,0.0291,0.0026,0.0074,0.0056,-2.9079,0.7681,-1.5157,-1.3149,0.1901,-0.7245,-1.887,0.972,-1.6943,0.8111,1.4412,-1e-04,0.366,0.8974,"DMCEP"
"OGLE SMC-SC3 35943    ",1.47704721,1.83064836,0.64917544,0.0999,0.0191,0.0162,0.0064,0.035,0.0084,0.0114,0.0041,0.0154,0.0035,0.0012,0.0043,2.1346,-1.8273,-2.7627,-1.8386,-1.0085,-1.6633,0.5914,-1.7241,0.8598,-0.243,1.3601,0,0.2278,0.883,"DMCEP"
"OGLE SMC-SC1 35550    ",0.94859394,0.69870642,2.65005627,0.1066,0.024,0.0036,0.0028,0.028,0.001,0.0031,0.0038,0.0139,0.003,0.0025,0.0052,2.8969,-0.45,-2.4212,2.1335,-2.473,1.557,-2.1774,0.1431,-1.5482,2.9841,-0.1321,0,0.1334,0.9462,"DMCEP"
"OGLE SMC-SC2 31653    ",1.39382757,1.72973524,7.15429028,0.1566,0.0479,0.0186,0.0066,0.0128,0.0032,0.0024,0.0013,0.0117,0.0014,8e-04,0.0025,2.2703,-1.5261,1.666,1.9499,-0.7042,-1.8489,-2.199,-1.0359,0.8914,-0.1434,-3.0811,0,0.0358,0.9746,"DMCEP"
"OGLE SMC-SC8 30693    ",1.39781126,1.73309023,8.2515411,0.1143,0.0301,0.0153,0.0102,0.0327,0.0012,0.004,0.0011,0.0165,0.0032,0.0046,0.0033,2.2637,-0.8585,1.5933,2.411,-2.5208,-1.934,1.0993,-0.9757,1.6864,-2.3669,-2.7772,1e-04,0.1635,0.9157,"DMCEP"
"OGLE SMC-SC8 30629    ",0.72843448,0.53253167,1.26130362,0.1232,0.0299,0.0092,0.0058,0.0469,0.0087,0.0021,0.0044,0.019,0.0088,0.0012,0.0012,3.0547,0.4548,2.4019,-0.5011,1.4062,0.3614,-0.0833,1.8636,-0.0241,-0.453,-1.5982,0,0.1985,0.9377,"DMCEP"
"OGLE SMC-SC5 306021   ",1.31712465,1.63604291,5.31448398,0.1383,0.0348,0.0196,0.0083,0.0311,0.0012,0.0032,0.002,0.0142,0.0056,0.0037,0.001,2.2547,-1.6026,0.9693,0.316,2.9882,-2.3708,-1.4537,-1.6845,-2.3258,2.3392,1.9402,0,0.1238,0.93,"DMCEP"
"OGLE SMC-SC5 306011   ",1.20675976,1.49977077,2.70653053,0.1258,0.0352,0.0121,0.0056,0.0348,0.0038,0.0039,0.0075,0.0192,0.0048,0.0065,0.0036,2.5252,-1.1587,1.2228,-2.0044,-1.5383,-0.0279,2.9338,0.918,-2.3012,-0.6684,1.2264,0,0.1733,0.898,"DMCEP"
"OGLE SMC-SC5 294824   ",1.3605193,2.6874887,1.68617345,0.1576,0.031,0.0167,0.0057,0.028,0.0085,0.0029,0.002,0.0219,0.0081,0.003,0.0018,2.3408,-1.708,0.3726,-3.1409,0.7076,-1.6277,-2.0666,-0.0337,2.9306,-1.5933,2.1326,0,0.1239,0.9305,"DMCEP"
"OGLE SMC-SC6 291809   ",1.58548722,1.96650812,3.55159748,0.1425,0.0325,0.0155,0.0059,0.0352,0.0082,0.0014,0.0036,0.0203,0.0048,0.0014,0.0039,2.0883,-1.6463,1.2833,1.4698,-0.4404,-1.2811,1.4651,-1.4822,-0.4109,1.759,2.2879,0,0.1142,0.9507,"DMCEP"
"OGLE SMC-SC5 289174   ",1.38331768,1.71596678,3.099414,0.0989,0.0182,0.0134,0.002,0.0324,0.0013,0.0014,0.0036,0.0184,0.0054,0.0071,0.0045,2.496,-1.066,1.7494,-0.295,-0.9218,1.992,1.7251,2.11,1.9305,-1.8863,0.5061,1e-04,0.251,0.8684,"DMCEP"
"OGLE SMC-SC6 277080   ",0.9124343,1.1381557,2.05098786,0.1119,0.0244,0.0036,0.0065,0.043,0.0069,3e-04,0.0013,0.0138,0.0025,0.0024,0.0019,2.5639,-0.5516,-0.1705,0.8839,-2.0258,-1.2245,3.1397,-2.7565,2.7009,-1.8153,-0.6777,0,0.1873,0.9362,"DMCEP"
"OGLE SMC-SC5 266081   ",1.14535958,1.41958783,6.96348052,0.075,0.0129,0.0027,0.0027,0.0345,0.0055,0.0033,0.0027,0.0118,0.0028,0.0059,0.0019,2.1802,2.365,1.4848,-1.9644,-1.6868,-2.2671,2.6643,-1.8502,-2.0698,0.0671,-1.1385,0,0.2414,0.8969,"DMCEP"
"OGLE SMC-SC7 259596   ",1.55353693,1.15839389,4.84095559,0.0675,0.0105,0.0039,0.0062,0.0351,0.0044,0.01,0.0055,0.0134,0.0014,0.0037,0.0011,2.0199,-2.2285,3.1098,2.1198,0.5652,-0.1275,0.8259,1.3074,0.3642,0.4405,-2.7141,0,0.3885,0.8097,"DMCEP"
"OGLE SMC-SC6 251147   ",1.3842523,1.71821294,3.10233261,0.1357,0.0342,0.0133,0.0052,0.0452,6e-04,0.0025,0.0043,0.0229,0.0061,0.0084,4e-04,2.4302,-1.1796,1.6273,0.3013,0.9128,-2.9611,-2.7613,-2.8221,3.0058,-1.0912,-1.9278,0,0.1927,0.931,"DMCEP"
"OGLE SMC-SC6 246813   ",1.36090953,1.68837135,0.35969074,0.1184,0.0243,0.0125,0.0012,0.0324,0.0046,0.0018,0.0029,0.0174,0.0119,0.0017,0.0032,1.8683,-1.244,2.2638,1.686,1.192,0.8856,-0.0774,0.8394,-0.3948,-0.2365,-0.3601,0,0.1199,0.9534,"DMCEP"
"OGLE SMC-SC11 24118   ",1.35857603,1.68681929,0.03658083,0.121,0.0373,0.0147,0.0021,0.0424,0.0087,0.0068,0.0044,0.0233,0.0069,0.0169,0.0143,2.5082,-1.5474,3.0994,2.4739,1.4616,0.5761,-2.8822,-1.4732,2.2616,-2.8697,-1.4578,-1e-04,0.2563,0.8679,"DMCEP"
"OGLE SMC-SC11 24037   ",0.59874457,0.43749363,1.03607416,0.1024,0.0191,0.0012,0.0108,0.0742,0.0163,0.0052,0.0082,0.0337,0.0051,0.0039,0.0052,-2.7113,0.6632,-2.4632,0.81,-1.8258,2.8605,-0.7954,-2.3164,-2.2133,-2.7267,-2.3263,-1e-04,0.424,0.9219,"DMCEP"
"OGLE SMC-SC5 240099   ",1.55678508,1.92700406,4.48395036,0.1139,0.0306,0.0117,0.0028,0.0331,0.003,0.0089,0.0073,0.0227,7e-04,0.006,0.0013,1.9121,-1.5059,1.8078,-1.9395,0.8005,-2.2669,-1.0882,0.0516,0.567,-2.293,1.1533,0,0.199,0.9006,"DMCEP"
"OGLE SMC-SC4 2356     ",1.44759478,1.79552431,5.24671891,0.1305,0.0292,0.01,0.0112,0.023,0.0044,0.0053,0.005,0.0148,0.0049,0.0049,0.0082,2.2375,-2.4185,0.1032,2.6166,-0.7411,-0.8397,1.1109,1.9935,2.8238,2.3648,2.7367,0,0.1172,0.9226,"DMCEP"
"OGLE SMC-SC5 235353   ",1.33888674,1.66195017,0.6766974,0.1685,0.0576,0.0261,0.0038,0.0358,0.0063,0.0046,0.0017,0.0219,0.0086,0.005,0.0068,2.281,-1.7108,1.007,0.5259,-2.6741,1.3258,-0.2904,2.7835,0.1096,-2.724,2.2078,-1e-04,0.0813,0.9548,"DMCEP"
"OGLE SMC-SC5 230217   ",0.89639089,1.11375273,0.00479284,0.0924,0.0207,0.0056,0.0096,0.0272,8e-04,0.0022,0.0036,0.016,0.0025,0.005,0.0018,2.4867,-2.1679,-1.2214,-0.6268,-0.0943,-2.2474,2.0309,0.522,-1.4647,2.6496,-1.4222,0,0.1862,0.8993,"DMCEP"
"OGLE SMC-SC6 221538   ",0.63008363,0.45860433,1.08855534,0.1003,0.0205,0.0073,0.002,0.0601,0.008,0.0014,0.0038,0.0285,0.0039,0.0028,0.0041,-2.5971,-0.0345,-2.7123,3.044,2.9955,-2.4307,-2.4967,0.0174,0.2741,-0.9043,0.8067,0,0.3427,0.9438,"DMCEP"
"OGLE SMC-SC5 219993   ",0.61283603,1.55482368,1.06103147,0.101,0.0178,0.0227,0.0472,0.0502,0.008,0.004,0.0084,0.031,0.0039,0.0025,0.0036,-2.6342,1.7144,-2.0937,1.7907,-2.0101,-0.0191,2.5185,-0.5267,-1.8322,-0.0926,2.5818,0,0.2685,0.8933,"DMCEP"
"OGLE SMC-SC9 21140    ",1.5940888,1.97672936,8.24528692,0.1473,0.0341,0.0216,0.0153,0.0415,0.0025,0.0053,0.0047,0.0211,0.0095,0.0089,0.0029,2.3756,-1.466,1.1202,1.3785,0.2795,2.4113,-0.0862,0.2954,1.6545,1.1897,1.0687,0,0.135,0.9326,"DMCEP"
"OGLE SMC-SC1 20157    ",1.17014795,1.45447062,2.62478368,0.1453,0.0437,0.0152,0.0095,0.0362,0.0045,0.0037,0.0036,0.0209,0.0086,0.004,0.0015,2.5482,-1.15,1.2057,-2.3332,-0.2033,1.3242,2.6793,0.7011,-1.4705,1.5673,2.4677,0,0.1155,0.9571,"DMCEP"
"OGLE SMC-SC3 20080    ",1.41671247,1.75630145,0.66285791,0.1356,0.0384,0.0172,0.0122,0.0315,0.0053,0.009,0.0049,0.0203,0.0033,0.0048,0.0088,2.3452,-0.97,1.7125,0.7197,3.011,-0.9756,-2.7861,-0.713,-1.548,0.5696,-2.888,-1e-04,0.1488,0.9295,"DMCEP"
"OGLE SMC-SC2 19900    ",1.48166308,1.83691274,2.00786119,0.1611,0.0423,0.0211,0.0096,0.0356,0.0023,0.0039,7e-04,0.0177,0.0062,0.0035,0.0016,2.4008,-1.3778,1.0488,-2.7102,-1.9603,2.7771,-1.9957,-2.2952,0.7597,-2.761,-2.3398,-1e-04,0.1067,0.9435,"DMCEP"
"OGLE SMC-SC7 197655   ",0.66549539,0.48663423,1.15229447,0.1177,0.022,0.0028,0.0044,0.0572,0.0076,0.0015,0.0022,0.0263,0.0038,0.0019,8e-04,-2.9225,0.4007,3.1268,-0.7732,1.5056,-1.4661,0.1455,1.8711,-0.3202,2.5645,-1.5886,0,0.264,0.9598,"DMCEP"
"OGLE SMC-SC8 195810   ",0.61841843,0.45018837,1.06877554,0.1107,0.0185,0.0035,7e-04,0.0509,0.0047,0.0017,0.0036,0.0169,0.0051,0.0013,0.0017,-2.8504,0.5529,2.5065,1.541,-0.9076,-0.8207,-0.4985,-2.1827,-0.7198,1.1208,2.3058,0,0.2083,0.9663,"DMCEP"
"OGLE SMC-SC6 195011   ",1.39026872,1.72606576,0.3336751,0.1562,0.0402,0.0163,0.0022,0.0192,0.0054,0.0023,0.001,0.0136,0.0034,0.0082,0.0012,2.3425,-0.956,2.3496,2.2417,0.3332,-0.5151,1.6591,-2.0668,-0.616,-0.4187,-1.0345,0,0.0748,0.9484,"DMCEP"
"OGLE SMC-SC6 190505   ",1.37305796,0.29839244,4.51423428,0.1197,0.0226,0.0112,0.0019,0.0249,0.0046,0.0046,0.0035,0.0164,0.0068,0.0065,0.0095,2.1526,-1.9244,1.572,-2.7877,1.7876,-0.2049,-2.1416,-2.3746,-2.2199,-0.0844,2.2885,-1e-04,0.1531,0.9059,"DMCEP"
"OGLE SMC-SC8 186707   ",1.4244716,1.76751243,5.19488356,0.1242,0.0355,0.015,0.0036,0.046,0.005,0.0071,0.0045,0.016,0.0071,0.0046,0.0036,2.0598,-1.2202,1.6304,1.5479,-0.3373,0.4724,-1.9569,1.7586,2.2598,1.7784,0.493,0,0.1948,0.9139,"DMCEP"
"OGLE SMC-SC4 186443   ",1.29117268,1.59670744,2.7415288,0.0544,0.011,0.0033,0.0032,0.0236,0.0043,0.0028,0.0013,0.0101,0.0045,0.0042,0.0029,1.6979,-2.5313,-2.5661,-0.5542,0.137,1.8352,0.0657,-2.9021,-2.562,-0.367,-1.6322,0,0.3088,0.8387,"DMCEP"
"OGLE SMC-SC4 182628   ",1.04216428,1.29702023,1.00171869,0.1318,0.031,0.006,0.002,0.0239,0.0014,8e-04,0.0018,0.0706,0.0537,0.0297,0.0162,2.3722,-1.0889,1.6751,1.063,-0.0524,-2.8852,-0.3881,1.2661,0.5366,0.143,-0.7162,1e-04,0.0796,0.9616,"DMCEP"
"OGLE SMC-SC6 180332   ",1.62832389,3.01461397,2.00364207,0.0952,0.021,0.0166,0.0046,0.0147,0.0042,0.0033,0.0017,0.014,0.0014,0.0025,0.0021,1.4149,-1.8629,0.3852,0.6616,0.2953,0.3533,-1.9122,0.3612,0.6091,-0.6845,-1.7594,0,0.1348,0.9015,"DMCEP"
"OGLE SMC-SC6 17580    ",1.30393228,1.61890778,2.92270744,0.1129,0.0266,0.0119,0.0029,0.0354,0.0017,0.0015,0.0065,0.0162,0.0027,0.0051,4e-04,2.3122,-1.5428,-2.11,-2.8038,2.0527,-0.0514,1.6806,0.1247,-1.8705,2.2917,-0.0715,0,0.1881,0.9026,"DMCEP"
"OGLE SMC-SC4 175210   ",0.74101519,0.54333534,0.28149481,0.1151,0.03,0.0094,0.0069,0.0707,0.0086,0.0074,0.0062,0.0276,0.0059,0.0032,0.0021,3.025,-0.128,2.1698,2.514,1.5107,1.673,1.9985,0.6069,-1.0076,-3.0172,1.567,-1e-04,0.3405,0.9184,"DMCEP"
"OGLE SMC-SC4 171521   ",1.48787794,1.84636556,9.86742455,0.1297,0.0366,0.0107,0.0082,0.024,0.0072,0.0038,0.0041,0.018,0.004,0.0024,0.0046,1.957,-1.1763,0.5746,-2.1137,-0.4185,0.134,0.6084,3.0957,0.4836,0.4289,-2.3215,0,0.135,0.9056,"DMCEP"
"OGLE SMC-SC5 170398   ",1.18747286,1.4759535,2.66316728,0.1044,0.0239,0.009,0.0077,0.0336,0.0101,0.008,0.0041,0.0175,0.0041,0.0065,0.0025,2.401,-0.8284,1.8288,3.0155,2.189,2.4453,-2.5025,-0.109,-2.4898,1.7949,-1.5508,1e-04,0.2032,0.9036,"DMCEP"
"OGLE SMC-SC7 164739   ",0.7785818,0.57004782,2.30722653,0.1242,0.0241,0.0114,0.001,0.0235,6e-04,0.0022,0.0066,0.0153,0.0055,0.0024,0.0019,2.8551,-0.0418,0.1983,1.7603,0.7634,-2.3112,1.0974,3.0887,-2.7323,-2.5843,-2.5989,-1e-04,0.1118,0.934,"DMCEP"
"OGLE SMC-SC5 16449    ",1.41997644,1.76130447,3.76561896,0.1131,0.0225,0.017,0.0126,0.0273,0.0064,0.0034,0.0046,0.0211,0.0048,0.0061,0.0043,2.0895,-1.9437,0.8933,2.4272,2.3033,1.3248,1.4604,0.4725,-2.602,-2.5636,6e-04,0,0.2322,0.8645,"DMCEP"
"OGLE SMC-SC4 163672   ",1.74110956,0.1609702,6.00852541,0.1067,0.0161,0.0038,0.0124,0.02,0.0024,0.0043,0.0029,0.0158,0.0036,0.0054,0.0043,1.3038,-1.5846,-0.4808,-2.6511,-1.1464,2.5772,0.4713,-1.9623,2.8529,-1.4745,0.0318,0,0.1836,0.8635,"DMCEP"
"OGLE SMC-SC6 158249   ",1.38499184,1.71920418,3.10366553,0.133,0.0329,0.0099,0.0058,0.0248,0.0058,0.0131,0.0023,0.0155,0.0049,0.0024,0.0017,2.5351,-0.2015,2.7964,2.3158,1.9018,-2.3392,-1.1933,0.2804,2.5834,-2.0164,1.0207,0,0.0988,0.9419,"DMCEP"
"OGLE SMC-SC5 155033   ",0.61128159,0.44586379,1.05701585,0.1013,0.0102,0.0032,7e-04,0.0665,0.0122,0.0088,0.0126,0.0297,0.0018,0.0049,0.0022,-3.0208,0.9422,2.9504,-0.6028,1.7663,-3.113,-1.2615,2.6319,-1.4293,-0.2911,0.2331,-1e-04,0.3327,0.9346,"DMCEP"
"OGLE SMC-SC4 153342   ",1.40000218,1.73786092,1.3399023,0.1406,0.0441,0.0079,0.0103,0.0232,0.0063,0.0029,0.0053,0.0148,0.0018,0.0031,0.0035,2.2641,-1.1982,0.9569,2.6742,0.9241,-0.9322,-1.3786,2.0446,0.4451,1.3375,1.3293,0,0.0847,0.9498,"DMCEP"
"OGLE SMC-SC4 150103   ",1.52328813,1.89087195,3.41416008,0.1363,0.0358,0.0123,0.004,0.0307,0.004,0.004,0.0018,0.0199,0.0021,0.0069,0.0052,2.0485,-1.8725,1.5811,1.3418,-0.7611,-2.5987,2.8953,-2.5152,2.4241,-2.2016,2.4943,0,0.1404,0.9129,"DMCEP"
"OGLE SMC-SC4 150011   ",1.6396723,2.03347717,2.67305981,0.1469,0.0413,0.0222,0.0092,0.0334,0.0069,0.0032,0.0068,0.0183,0.0025,0.0015,0.0044,2.007,-1.2475,1.3518,0.141,-3.1385,-0.4141,0.1634,-2e-04,1.1321,-0.2056,1.0999,1e-04,0.126,0.9298,"DMCEP"
"OGLE SMC-SC2 14736    ",1.49155403,1.84927642,3.34050075,0.1878,0.0467,0.0252,0.0089,0.0197,0.0012,0.003,0.0012,0.0153,0.0023,3e-04,0.0042,2.4386,-1.5871,1.1257,2.3129,-2.1562,1.5746,2.5312,-0.9266,-2.9542,-0.7545,3.0089,0,0.0407,0.9754,"DMCEP"
"OGLE SMC-SC4 145181   ",0.5836185,0.78844536,0.83262689,0.0777,0.0179,0.0026,5e-04,0.0416,0.0091,0.0045,0.0027,0.0097,0.004,0.0019,0.0037,-2.9907,0.9939,2.5452,0.459,-2.582,-1.3348,-0.4918,-2.0805,0.2767,-2.3316,-0.2036,0,0.2784,0.925,"DMCEP"
